信号级别,AUTOSENTCOUNT,发布内容,入库时间,自动检测消息发布状态,信号编号,同步编号,信号发布签发人,记录编号,发布时间,"发布状态(发布/取消)",AUTOSENTFLAG,信号影响区域,信号类型,记录序号,自动检测循环次数
橙色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-09 18:01:00;.【深圳市解除雷雨大风黄色和所有暴雨预警信号】我市风雨已减弱，深圳市气象台2025年07月10日00时05分解除全市雷雨大风黄色预警信号和所有暴雨预警信号。目前全市雷电预警信号生效中，下半夜我市天气仍不稳定，请关注最新预警预报信息，市民仍需注意远离河道和危险边坡等。","	2025-07-10 00:04:45",0,10,AAA30mABCAACLdhAAD,-,104690,"	2025-07-10 00:05:00",取消,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾",暴雨,109122,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-09 18:01:00;.【深圳市解除雷雨大风黄色和所有暴雨预警信号】我市风雨已减弱，深圳市气象台2025年07月10日00时05分解除全市雷雨大风黄色预警信号和所有暴雨预警信号。目前全市雷电预警信号生效中，下半夜我市天气仍不稳定，请关注最新预警预报信息，市民仍需注意远离河道和危险边坡等。","	2025-07-10 00:04:45",0,8,AAA30mABCAACLdhAAC,-,104689,"	2025-07-10 00:05:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷雨大风,109121,0
黄色,0,"【深圳市雷雨大风黄色预警信号扩展至全市】深圳市气象台2025年07月09日22时30分将分区雷雨大风黄色预警信号扩展至全市，预计1-2小时我市大部分地区阵风8级左右，并伴有强雷电。请落实各项防风防雷电措施。","	2025-07-09 22:31:27",0,8,AAA30mABCAACLdhAAB,-,104688,"	2025-07-09 22:30:00",发布,0,盐田区、坪山区、大鹏新区、大鹏湾、大亚湾,雷雨大风,109120,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色、扩展分区暴雨黄色预警信号】预计2小时内我市大部分地区将出现50毫米左右的降水，深圳市气象台2025年07月09日22时02分在罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口和深圳湾发布暴雨橙色预警信号，并将暴雨黄色预警信号扩展至全市，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-09 22:02:55",0,10,AAA30mABCAACLdeAAS,-,104685,"	2025-07-09 22:02:00",发布,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾",暴雨,109117,0
黄色,0,"【深圳市分区暴雨黄色预警信号升级为橙色、扩展分区暴雨黄色预警信号】预计2小时内我市大部分地区将出现50毫米左右的降水，深圳市气象台2025年07月09日22时02分在罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口和深圳湾发布暴雨橙色预警信号，并将暴雨黄色预警信号扩展至全市，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-09 22:02:55",0,10,AAA30mABCAACLdeAAT,-,104686,"	2025-07-09 22:02:00",发布,0,盐田区、坪山区、大鹏新区、大鹏湾,暴雨,109118,0
黄色,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾,雷雨大风,黄色,2025-07-09 21:20:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-09 18:01:00;盐田区、坪山区、大鹏新区、大鹏湾,暴雨,黄色,2025-07-09 22:02:00;罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾,暴雨,橙色,2025-07-09 22:02:00;.【深圳市分区暴雨黄色预警信号升级为橙色、扩展分区暴雨黄色预警信号】预计2小时内我市大部分地区将出现50毫米左右的降水，深圳市气象台2025年07月09日22时02分在罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口和深圳湾发布暴雨橙色预警信号，并将暴雨黄色预警信号扩展至全市，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-09 22:02:55",0,9,AAA30mABCAACLdhAAA,-,104687,"	2025-07-09 22:02:00",取消,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾",暴雨,109119,0
黄色,0,"【深圳市分区雷雨大风和暴雨黄色预警信号】深圳市气象台2025年07月09日21时20分发布罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾雷雨大风黄色和暴雨黄色预警信号，预计2小时内上述区域将出现30-50毫米降水和8级左右短时大风，并伴有强雷电。请落实各项防风防雷电措施，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-09 21:20:57",0,8,AAA30mABCAACLdeAAR,-,104684,"	2025-07-09 21:20:00",发布,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾",雷雨大风,109116,0
黄色,0,"【深圳市分区雷雨大风和暴雨黄色预警信号】深圳市气象台2025年07月09日21时20分发布罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾雷雨大风黄色和暴雨黄色预警信号，预计2小时内上述区域将出现30-50毫米降水和8级左右短时大风，并伴有强雷电。请落实各项防风防雷电措施，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-09 21:20:57",0,9,AAA30mABCAACLdeAAQ,-,104683,"	2025-07-09 21:20:00",发布,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、龙岗区、珠江口、深圳湾",暴雨,109115,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-09 18:01:00;.【深圳市解除分区暴雨黄色预警信号】东部局地强降雨已减弱，深圳市气象台2025年07月09日19时42分解除坪山区和大鹏新区暴雨黄色预警信号，今夜我市天气仍不稳定，请留意最新预警预报信息，市民仍需注意远离河道和危险边坡等。","	2025-07-09 19:42:34",0,8,AAA30mABCAACLdbAAM,-,104682,"	2025-07-09 19:42:00",取消,0,坪山区、大鹏新区,暴雨,109114,0
黄色,0,"【深圳市分区暴雨黄色预警信号】受“丹娜丝”外围环流激发的局地性雷雨云团影响，过去1小时坪山区和大鹏新区局地已出现20-40毫米的短时强降水，预计未来1-2小时仍有20-40毫米的降水，深圳市气象台2025年07月09日18时48分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-09 18:48:41",0,8,AAA30mABCAACLdbAAL,-,104681,"	2025-07-09 18:48:00",发布,0,坪山区、大鹏新区,暴雨,109113,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月09日18时01分发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-09 18:01:44",0,7,AAA30mABCAACLdbAAK,-,104680,"	2025-07-09 18:01:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109112,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年07月09日14时36分解除全市雷电预警信号。","	2025-07-09 14:37:39",0,109,AAA30mABCAACLdbAAJ,-,104679,"	2025-07-09 14:36:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109111,0
橙色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-09 09:01:00;.【深圳市雷电预警信号、解除高温橙色预警信号】深圳市气象台于2025年07月09日09时01分发布全市雷电预警信号，同时解除全市陆地高温橙色预警信号，预计今日我市天气不稳定，有雷阵雨，部分时间雨势较大。市民停留在安全地方。","	2025-07-09 09:04:44",0,108,AAA30mABCAACLdbAAI,-,104678,"	2025-07-09 09:01:00",取消,0,全市陆地,高温,109110,0
-,0,"【深圳市雷电预警信号、解除高温橙色预警信号】深圳市气象台于2025年07月09日09时01分发布全市雷电预警信号，同时解除全市陆地高温橙色预警信号，预计今日我市天气不稳定，有雷阵雨，部分时间雨势较大。市民停留在安全地方。","	2025-07-09 09:04:44",0,109,AAA30mABCAACLdbAAH,-,104677,"	2025-07-09 09:01:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109109,0
-,0,"全市陆地,高温,橙色,2025-07-06 09:00:00;.【深圳市解除雷电预警信号】雷暴云团已减弱移出，深圳市气象台2025年07月08日17时00分解除全市雷电预警信号。","	2025-07-08 17:00:09",0,109,AAA30mAAcAACpExAAL,-,104676,"	2025-07-08 17:00:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109108,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月08日10时55分发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-08 10:52:31",0,109,AAA30mAAcAACpExAAK,-,104675,"	2025-07-08 10:55:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109107,0
黄色,0,"全市陆地,高温,橙色,2025-07-06 09:00:00;.【深圳市高温黄色预警信号升级为橙色】深圳市气象台2025年07月06日09时00分将全市陆地高温黄色预警信号升级为橙色，预计今日我市大部分地区最高气温将升至37℃或以上，信号可能持续1-2天。注意防暑降温。","	2025-07-06 08:59:26",0,107,AAA30mAAcAACpFkAAH,-,104674,"	2025-07-06 09:00:00",取消,0,全市陆地,高温,109106,0
橙色,0,"【深圳市高温黄色预警信号升级为橙色】深圳市气象台2025年07月06日09时00分将全市陆地高温黄色预警信号升级为橙色，预计今日我市大部分地区最高气温将升至37℃或以上，信号可能持续1-2天。注意防暑降温。","	2025-07-06 08:59:26",0,108,AAA30mAAcAACpFgAAT,-,104673,"	2025-07-06 09:00:00",发布,0,全市陆地,高温,109105,0
-,0,"全市陆地,高温,黄色,2025-07-03 09:10:00;.【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年07月05日18时55分解除全市雷电预警信号。","	2025-07-05 18:54:59",0,108,AAA30mABCAACLdxAAM,-,104672,"	2025-07-05 18:55:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109104,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月05日14时25分发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-05 14:27:11",0,108,AAA30mABCAACLdxAAL,-,104671,"	2025-07-05 14:25:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109103,0
黄色,0,"【深圳市高温黄色预警信号】深圳市气象台2025年07月03日09时10分在全市陆地发布高温黄色预警信号，预计今日我市大部分地区最高气温接近或达到35℃左右，信号可能持续2-3天。注意防暑降温，避免长时间户外活动。","	2025-07-03 09:11:16",0,107,AAA30mAAcAACpEkAAD,-,104670,"	2025-07-03 09:10:00",发布,0,全市陆地,高温,109102,0
-,0,"【深圳市解除分区雷电预警信号】雷暴云团已减弱，深圳市气象台2025年07月03日05时20分解除坪山区、大鹏新区、大鹏湾和大亚湾雷电预警信号。","	2025-07-03 05:22:32",0,105,AAA30mAAcAACpEkAAC,-,104669,"	2025-07-03 05:20:00",取消,0,坪山区、大鹏新区、大鹏湾、大亚湾,雷电,109101,0
-,0,"【深圳市分区雷电预警信号】深圳市气象台于2025年07月03日04时03分发布坪山区、大鹏新区、大鹏湾和大亚湾雷电预警信号，预计2小时内上述区域将受雷电影响。市民停留在安全地方。","	2025-07-03 04:04:53",0,105,AAA30mAAcAACpEkAAB,-,104668,"	2025-07-03 04:03:00",发布,0,坪山区、大鹏新区、大鹏湾、大亚湾,雷电,109081,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年07月02日16时20分解除全市雷电预警信号。","	2025-07-02 16:20:30",0,103,AAA30mABCAACLdeAAP,-,104667,"	2025-07-02 16:20:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109073,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月02日10时50分发布全市雷电预警信号，预计3小时内我市大部分区域将受雷电影响。市民停留在安全地方。","	2025-07-02 10:49:26",0,103,AAA30mABCAACLdeAAO,-,104666,"	2025-07-02 10:50:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109072,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已明显减弱，深圳市气象台2025年07月02日05时53分解除全市雷电预警信号。","	2025-07-02 05:54:21",0,101,AAA30mABCAACLdeAAN,-,104665,"	2025-07-02 05:53:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109071,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月02日02时55分发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-02 02:58:26",0,101,AAA30mABCAACLdeAAM,-,104664,"	2025-07-02 02:55:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109070,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱（或移出），深圳市气象台2025年07月01日23时13分解除全市雷电预警信号。","	2025-07-01 23:14:58",0,97,AAA30mABCAACLdeAAL,-,104663,"	2025-07-01 23:13:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109069,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月01日09时27分发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-01 09:28:22",0,97,AAA30mAAcAACpEHAAG,-,104662,"	2025-07-01 09:27:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109068,0
黄色,0,"【深圳市解除分区暴雨黄色预警信号、解除雷电预警信号】强降雨趋于结束，深圳市气象台2025年07月01日01时40分解除罗湖区、南山区、福田区、宝安区、光明区、龙华区和龙岗区（平湖、南湾、坂田、布吉、吉华街道）暴雨黄色预警信号和全市雷电预警信号，市民仍需注意远离河道和危险边坡等。","	2025-07-01 01:43:06",0,94,AAA30mAAcAACpEHAAF,-,104661,"	2025-07-01 01:40:00",取消,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、布吉、坂田、南湾、平湖、吉华",暴雨,109067,0
-,0,"【深圳市解除分区暴雨黄色预警信号、解除雷电预警信号】强降雨趋于结束，深圳市气象台2025年07月01日01时40分解除罗湖区、南山区、福田区、宝安区、光明区、龙华区和龙岗区（平湖、南湾、坂田、布吉、吉华街道）暴雨黄色预警信号和全市雷电预警信号，市民仍需注意远离河道和危险边坡等。","	2025-07-01 01:43:06",0,93,AAA30mAAcAACpEHAAE,-,104660,"	2025-07-01 01:40:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109066,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计罗湖区、南山区、福田区、宝安区、光明区、龙华区和龙岗区（布吉、坂田、南湾、平湖、吉华街道）未来3小时将出现30-50毫米降水，深圳市气象台2025年07月01日00时15分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-01 00:17:47",0,94,AAA30mAAcAACpEkAAA,-,104659,"	2025-07-01 00:15:00",发布,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、布吉、坂田、南湾、平湖、吉华",暴雨,109065,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月30日21时15分发布全市雷电预警信号，预计今天夜间我市天气不稳定，全市将先后受雷电影响。市民停留在安全地方。","	2025-06-30 21:16:10",0,93,AAA30mAAcAACpEgAAU,-,104658,"	2025-06-30 21:15:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109064,0
黄色,0,"【深圳市解除分区暴雨黄色预警信号】强降雨暂歇，深圳市气象台2025年06月30日08时07分解除坪山区和龙岗区（坪地、龙城、龙岗、宝龙街道）暴雨黄色预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-30 08:08:48",0,91,AAA30mAAcAACpFrAAI,-,104657,"	2025-06-30 08:07:00",取消,0,龙岗、坪地、龙城、宝龙、坪山区,暴雨,109063,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计坪山区和龙岗区（龙岗、坪地、龙城、宝龙街道）未来1-2小时将出现30毫米左右的降水，深圳市气象台2025年06月30日07时15分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-30 07:16:34",0,91,AAA30mAAcAACpFGAAQ,-,104656,"	2025-06-30 07:15:00",发布,0,龙岗、坪地、龙城、宝龙、坪山区,暴雨,109062,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年06月29日15时40分解除全市雷电预警信号。","	2025-06-29 15:41:50",0,87,AAA30mAAcAACpFCAAT,-,104655,"	2025-06-29 15:40:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109061,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月29日08时30分发布全市雷电预警信号，预计今天白天天气不稳定，全市将先后受雷电影响。市民停留在安全地方。","	2025-06-29 08:34:04",0,87,AAA30mAAcAACpFCAAS,-,104654,"	2025-06-29 08:30:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109060,0
黄色,0,"【深圳市解除分区暴雨黄色及分区雷电预警信号】雷暴云团已减弱，强降雨趋于结束，深圳市气象台2025年06月28日20时25分解除大鹏新区、大鹏湾和大亚湾暴雨黄色及雷电预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-28 20:24:13",0,83,AAA30mAAcAACpFaAAO,-,104653,"	2025-06-28 20:25:00",取消,0,大鹏新区、大鹏湾、大亚湾,暴雨,109059,0
-,0,"【深圳市解除分区暴雨黄色及分区雷电预警信号】雷暴云团已减弱，强降雨趋于结束，深圳市气象台2025年06月28日20时25分解除大鹏新区、大鹏湾和大亚湾暴雨黄色及雷电预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-28 20:24:13",0,82,AAA30mAAcAACpFaAAN,-,104652,"	2025-06-28 20:25:00",取消,0,大鹏新区、大鹏湾、大亚湾,雷电,109058,0
黄色,0,"【深圳市分区暴雨黄色预警信号】大鹏新区局地已经出现强降雨，预计大鹏新区、大鹏湾和大亚湾未来2小时还将出现20-40毫米降水，深圳市气象台2025年06月28日19时06分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-28 19:09:02",0,83,AAA30mAAcAACpFaAAM,-,104651,"	2025-06-28 19:06:00",发布,0,大鹏新区、大鹏湾、大亚湾,暴雨,109057,0
-,0,"【深圳市分区雷电预警信号】深圳市气象台于2025年06月28日18时22分发布大鹏新区、大鹏湾和大亚湾雷电预警信号，预计2小时内上述区域将受雷电影响。市民停留在安全地方。","	2025-06-28 18:23:28",0,82,AAA30mAAcAACpFaAAL,-,104650,"	2025-06-28 18:22:00",发布,0,大鹏新区、大鹏湾、大亚湾,雷电,109056,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱移出，深圳市气象台2025年06月28日15时00分解除全市雷电预警信号。","	2025-06-28 15:01:33",0,77,AAA30mAAcAACpFaAAK,-,104649,"	2025-06-28 15:00:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109055,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月28日10时15分发布全市雷电预警信号，预计今天我市有间歇性雷阵雨，局地雨势较大，全市将先后受雷电影响。市民停留在安全地方。","	2025-06-28 10:19:24",0,77,AAA30mAAcAACpFaAAJ,-,104648,"	2025-06-28 10:15:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109054,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱移出，深圳市气象台2025年06月28日08时35分解除全市雷电预警信号。今天白天我市仍有（雷）阵雨，部分时间雨势较大。","	2025-06-28 08:38:24",0,73,AAA30mAAcAACpFaAAI,-,104647,"	2025-06-28 08:35:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109053,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-28 00:10:00;.【深圳市解除分区暴雨黄色预警信号】强降雨减弱，深圳市气象台2025年06月28日02时51分解除罗湖区、福田区、盐田区、龙华区和龙岗区（平湖、南湾、坂田、布吉、龙城、横岗、吉华、园山街道）暴雨黄色预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-28 02:52:16",0,74,AAA30mAAcAACpFaAAH,-,104646,"	2025-06-28 02:51:00",取消,0,"罗湖区、福田区、盐田区、龙华区、横岗、布吉、龙城、坂田、南湾、平湖、吉华、园山",暴雨,109052,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计罗湖区、福田区、盐田区、龙华区和龙岗区（横岗、布吉、龙城、坂田、南湾、平湖、吉华、园山街道）2小时内将出现20-40毫米降水，深圳市气象台2025年06月28日00时35分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-28 00:37:55",0,74,AAA30mAAcAACpFaAAG,-,104645,"	2025-06-28 00:35:00",发布,0,"罗湖区、福田区、盐田区、龙华区、横岗、布吉、龙城、坂田、南湾、平湖、吉华、园山",暴雨,109051,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月28日00时10分发布全市雷电预警信号，预计未来2-3小时全市部分地区将有阵雨并伴有雷电，局部地区雨势较大。市民停留在安全地方。","	2025-06-28 00:10:07",0,73,AAA30mAAcAACpEgAAT,-,104644,"	2025-06-28 00:10:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109050,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年06月27日17时40分解除全市雷电预警信号。","	2025-06-27 17:40:36",0,69,AAA30mAAcAACpFnAAP,-,104643,"	2025-06-27 17:40:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109049,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-27 12:00:00;.【深圳市解除分区暴雨黄色预警信号】强降雨减弱，深圳市气象台2025年06月27日13时30分解除罗湖区、福田区、龙华区和龙岗区（平湖、南湾、坂田、布吉、横岗、吉华街道）暴雨黄色预警信号。今天下午我市仍有间歇性（雷）阵雨，部分时间雨势较大，市民仍需注意远离河道和危险边坡等。","	2025-06-27 13:32:41",0,70,AAA30mAAcAACpFjAAS,-,104642,"	2025-06-27 13:30:00",取消,0,"罗湖区、福田区、龙华区、横岗、布吉、坂田、南湾、平湖、吉华",暴雨,109048,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计罗湖区、福田区、龙华区和龙岗区（横岗、布吉、坂田、南湾、平湖、吉华街道）2小时内将出现30-50毫米降水，深圳市气象台2025年06月27日12时02分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-27 12:04:31",0,70,AAA30mAAcAACpFjAAR,-,104641,"	2025-06-27 12:02:00",发布,0,"罗湖区、福田区、龙华区、横岗、布吉、坂田、南湾、平湖、吉华",暴雨,109047,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月27日12时00分发布全市雷电预警信号，预计3小时内全市将受雷电影响。市民停留在安全地方。","	2025-06-27 11:59:38",0,69,AAA30mAAcAACpFjAAQ,-,104640,"	2025-06-27 12:00:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109046,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年06月27日10时05分解除全市雷电预警信号。","	2025-06-27 10:07:10",0,63,AAA30mAAcAACpFfAAT,-,104639,"	2025-06-27 10:05:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109045,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月27日02时32分发布全市雷电预警信号，预计今夜我市（雷）阵雨频密，全市将受雷电影响。市民停留在安全地方。","	2025-06-27 02:33:25",0,63,AAA30mAAcAACpFfAAS,-,104638,"	2025-06-27 02:32:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109044,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年06月26日21时40分解除全市雷电预警信号。","	2025-06-26 21:40:16",0,59,AAA30mAAcAACpFfAAR,-,104637,"	2025-06-26 21:40:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109043,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月26日07时20分发布全市雷电预警信号，预计今天我市（雷）阵雨频密，全市将受雷电影响。市民停留在安全地方。","	2025-06-26 07:24:20",0,59,AAA30mAAcAACpEbAAB,-,104636,"	2025-06-26 07:20:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109042,0
黄色,0,"【深圳市解除高温黄色预警信号】高温天气缓解，深圳市气象台2025年06月26日06时10分解除全市陆地高温黄色预警信号。","	2025-06-26 06:25:44",0,55,AAA30mAAcAACpEbAAA,-,104635,"	2025-06-26 06:10:00",取消,0,全市陆地,高温,109041,0
黄色,0,"【深圳市高温黄色预警信号】深圳市气象台2025年6月23日11时0分发布全市陆地高温黄色预警信号，预计未来3天我市最高气温将升至35℃或以上，信号可能持续3天左右。注意防暑降温，避免长时间户外活动。","	2025-06-23 10:59:23",0,55,AAA30mAAcAACpFaAAF,-,104634,"	2025-06-23 11:00:00",发布,0,全市陆地,高温,109031,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年06月22日16时17分解除全市雷电预警信号。","	2025-06-22 16:18:35",0,53,AAA30mAAcAACpFBAAP,-,104633,"	2025-06-22 16:17:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109030,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月22日11时55分发布全市雷电预警信号，预计未来2-3小时全市部分地区将有阵雨并伴有雷电，局部地区雨势较大。市民停留在安全地方。","	2025-06-22 11:57:44",0,53,AAA30mAAcAACpFBAAO,-,104632,"	2025-06-22 11:55:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109029,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱（或移出），深圳市气象台2025年06月20日17时35分解除全市雷电预警信号。","	2025-06-20 17:36:02",0,50,AAA30mAAcAACpFvAAB,-,104631,"	2025-06-20 17:35:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109028,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年06月20日12时30分发布全市雷电预警信号，预计2小时内全市将受雷电影响，局部地区雨势较大。市民停留在安全地方。","	2025-06-20 12:31:40",0,50,AAA30mABCAACLd7AAU,-,104630,"	2025-06-20 12:30:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109027,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年06月17日23时10分解除全市雷电预警信号。","	2025-06-17 23:10:18",0,41,AAA30mAAcAACpFgAAS,-,104629,"	2025-06-17 23:10:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109026,0
